ROCO_ID,PMC_ID,Keywords,Caption,keyword_label,matched_keywords,split,sample_id,caption,keywords,label,image_path,image_exists,caption_len,pair_id
ROCO_39119,PMC5619989_gr3.jpg,"upper,lower,right,scan,obviou,rectouterine,image,plane,collection,quadrant,abdoman,coronal,arrow,ct"," Coronal plane image of CT scan abdomen and pelvis: The most obvious collections are indicated by arrows (upper: right upper quadrant collection, lower: rectouterine).",ct,ct,train,ROCO_39119,"Coronal plane image of CT scan abdomen and pelvis: The most obvious collections are indicated by arrows (upper: right upper quadrant collection, lower: rectouterine).","upper,lower,right,scan,obviou,rectouterine,image,plane,collection,quadrant,abdoman,coronal,arrow,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5619989_gr3.jpg,True,166,train_018201
ROCO_31578,PMC4672616_gr1.jpg,"brain,mri,pretreatment", Pretreatment brain MRI.,mri,mri,train,ROCO_31578,Pretreatment brain MRI.,"brain,mri,pretreatment",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4672616_gr1.jpg,True,23,train_014648
ROCO_77015,PMC3435913_10.1177_1941738111426115-fig5.jpg,"prolonged,plain,lateral,highrisk,anterolateral,radiograph,tibia,fracture,stres,nonunion", Lateral plain radiograph of the tibia showing an anterolateral stress fracture. This high-risk tension-sided stress fracture may be associated with prolonged nonunion.,xray_radiograph,radiograph,train,ROCO_77015,Lateral plain radiograph of the tibia showing an anterolateral stress fracture. This high-risk tension-sided stress fracture may be associated with prolonged nonunion.,"prolonged,plain,lateral,highrisk,anterolateral,radiograph,tibia,fracture,stres,nonunion",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3435913_10.1177_1941738111426115-fig5.jpg,True,167,train_035881
ROCO_62867,PMC5441382_rrw101f01.jpg,"anterior,corporal,direction,right,imagethe,onaxial,corpu,definition,superior,lateral,plu,value,theleft,planning,shownpositive,tomography,sagittal,margin,movement"," Definition of corporal movement on planning computed tomography, sagittal image. The superior (S) and anterior (A) margins and their direction of movement are shown (positive movement values are expressed in the plus direction). Movements of the left and right corpus margins (in the lateral directions) were also measured on axial imaging, not shown here.",ct,"tomography,computed tomography",train,ROCO_62867,"Definition of corporal movement on planning computed tomography, sagittal image. The superior (S) and anterior (A) margins and their direction of movement are shown (positive movement values are expressed in the plus direction). Movements of the left and right corpus margins (in the lateral directions) were also measured on axial imaging, not shown here.","anterior,corporal,direction,right,imagethe,onaxial,corpu,definition,superior,lateral,plu,value,theleft,planning,shownpositive,tomography,sagittal,margin,movement",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5441382_rrw101f01.jpg,True,356,train_029263
ROCO_47433,PMC4008341_CRIM.CARDIOLOGY2013-983943.003.jpg,"anterior,right,apex,eccentric,oblique,thrombu,coronary,lad,posterior,descending,plaque,artery,angiogram,showing,pda,view", Coronary angiogram showing left anterior descending coronary artery in the right anterior oblique view. LAD is long wrapped around the apex and continues as the posterior descending artery. There is an eccentric plaque with thrombus at the apex where it continues as PDA.,angiography,angiogram,train,ROCO_47433,Coronary angiogram showing left anterior descending coronary artery in the right anterior oblique view. LAD is long wrapped around the apex and continues as the posterior descending artery. There is an eccentric plaque with thrombus at the apex where it continues as PDA.,"anterior,right,apex,eccentric,oblique,thrombu,coronary,lad,posterior,descending,plaque,artery,angiogram,showing,pda,view",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4008341_CRIM.CARDIOLOGY2013-983943.003.jpg,True,271,train_022069
ROCO_70954,PMC5041417_IJNM-31-283-g001.jpg,"upper,right,bilateral,lobe,pattern,fibrosi,xray,chest,view,reticulonodular,posteroanterior", Chest X-ray (posteroanterior view) showing a bilateral reticulonodular pattern with right upper lobe fibrosis,xray_radiograph,"xray,x ray",train,ROCO_70954,Chest X-ray (posteroanterior view) showing a bilateral reticulonodular pattern with right upper lobe fibrosis,"upper,right,bilateral,lobe,pattern,fibrosi,xray,chest,view,reticulonodular,posteroanterior",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5041417_IJNM-31-283-g001.jpg,True,109,train_033053
ROCO_40375,PMC4653326_SNI-6-560-g004.jpg,"anterior,right,clip,wall,distal,surgery,patent,initial,a1a1,digital,angiogram,red,junction,communicating,a2,subtraction,artery,anterioroblique,mm,region,medial,aneurysm,arrow"," Digital subtraction angiogram viewed from an anterior-oblique angle. The aneurysm is based on the medial wall of the right A2 approximately 2 mm distal to the A1-A1 junction. The anterior communicating artery, patent at the initial surgery, does not fill at all now. The aneurysm clip (red arrow) is seen in the region the anterior communicating artery aneurysm and artery to be used",angiography,angiogram,train,ROCO_40375,"Digital subtraction angiogram viewed from an anterior-oblique angle. The aneurysm is based on the medial wall of the right A2 approximately 2 mm distal to the A1-A1 junction. The anterior communicating artery, patent at the initial surgery, does not fill at all now. The aneurysm clip (red arrow) is seen in the region the anterior communicating artery aneurysm and artery to be used","anterior,right,clip,wall,distal,surgery,patent,initial,a1a1,digital,angiogram,red,junction,communicating,a2,subtraction,artery,anterioroblique,mm,region,medial,aneurysm,arrow",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4653326_SNI-6-560-g004.jpg,True,383,train_018789
ROCO_75524,PMC4134792_CRID2014-803572.002.jpg,"alveolar,mandibular,ridge,panoramic,resorption,radiograph,severe", Panoramic radiograph showing severe resorption of mandibular alveolar ridge.,xray_radiograph,radiograph,train,ROCO_75524,Panoramic radiograph showing severe resorption of mandibular alveolar ridge.,"alveolar,mandibular,ridge,panoramic,resorption,radiograph,severe",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4134792_CRID2014-803572.002.jpg,True,76,train_035163
ROCO_80157,PMC5734431_10.1177_2050313X17745225-fig4.jpg,"effusion,lower,obviou,upper,subchondral,joint,ankle,cyst,sagittal,view", Obvious effusion in the upper and lower ankle joints without subchondral cysts (MRI sagittal view).,mri,mri,train,ROCO_80157,Obvious effusion in the upper and lower ankle joints without subchondral cysts (MRI sagittal view).,"effusion,lower,obviou,upper,subchondral,joint,ankle,cyst,sagittal,view",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5734431_10.1177_2050313X17745225-fig4.jpg,True,99,train_037311
ROCO_68187,PMC4008355_CRIM.CARDIOLOGY2011-876896.004.jpg,"anterior,angiography,right,dominant,normal,distal,occlusion,coronary,circumflex,nondominant,black,arrow,artery,white,diagnostic,unobstructed,left", Diagnostic coronary angiography demonstrated an unobstructed left anterior descending coronary artery (white arrow) and distal occlusion of a nondominant left circumflex coronary artery (black arrowhead). The dominant right coronary artery (not shown) was normal.,angiography,angiography,train,ROCO_68187,Diagnostic coronary angiography demonstrated an unobstructed left anterior descending coronary artery (white arrow) and distal occlusion of a nondominant left circumflex coronary artery (black arrowhead). The dominant right coronary artery (not shown) was normal.,"anterior,angiography,right,dominant,normal,distal,occlusion,coronary,circumflex,nondominant,black,arrow,artery,white,diagnostic,unobstructed,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4008355_CRIM.CARDIOLOGY2011-876896.004.jpg,True,263,train_031741
ROCO_06492,PMC3078857_1752-1947-5-115-5.jpg,"lucent,sclerotic,arrow,section,axial,rim,nidu,tomography,white", Axial computed tomography section confirming a clearly defined lucent nidus with surrounding sclerotic rim (white arrow).,ct,"tomography,computed tomography",train,ROCO_06492,Axial computed tomography section confirming a clearly defined lucent nidus with surrounding sclerotic rim (white arrow).,"lucent,sclerotic,arrow,section,axial,rim,nidu,tomography,white",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3078857_1752-1947-5-115-5.jpg,True,121,train_003004
ROCO_25933,PMC4857320_10.1177_2050313X15594836-fig4.jpg,"angiography,right,patency,complete,angioplasty,iliac,balloon,thrombolysi,internal,common,artery,external"," Angiography demonstrated complete patency of the right common iliac artery, internal and external iliac arteries 24 h after balloon angioplasty and catheter-directed thrombolysis.",angiography,angiography,train,ROCO_25933,"Angiography demonstrated complete patency of the right common iliac artery, internal and external iliac arteries 24 h after balloon angioplasty and catheter-directed thrombolysis.","angiography,right,patency,complete,angioplasty,iliac,balloon,thrombolysi,internal,common,artery,external",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4857320_10.1177_2050313X15594836-fig4.jpg,True,179,train_012053
ROCO_42328,PMC5662380_medi-96-e8246-g002.jpg,"intestine,clear,invagination,abdoman,small,ct", A contrast-enhanced CT of the abdomen showed a clear invagination of the small intestine.,ct,ct,train,ROCO_42328,A contrast-enhanced CT of the abdomen showed a clear invagination of the small intestine.,"intestine,clear,invagination,abdoman,small,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5662380_medi-96-e8246-g002.jpg,True,89,train_019709
ROCO_53551,PMC4897085_gr2.jpg,"aorta,image,jugular,lspv,ao,plsvc,vena,atrium,pulmonary,injection,superior,la,subsequent,venou,lv,internal,digital,ventricle,angiography,opacification,catheterization,catheter,vein,man,persistent,left,subtraction", 71-year-old man with a persistent left superior vena cava draining into the left superior pulmonary vein. Digital subtraction angiography following injection of left internal jugular venous catheter demonstrates catheterization of a persistent left superior vena cava (PLSVC) and (A) opacification of the left superior pulmonary vein (LSPV) and left atrium (LA). Subsequent image demonstrates (B) opacification of the left ventricle (LV) and aorta (Ao).,angiography,angiography,train,ROCO_53551,71-year-old man with a persistent left superior vena cava draining into the left superior pulmonary vein. Digital subtraction angiography following injection of left internal jugular venous catheter demonstrates catheterization of a persistent left superior vena cava (PLSVC) and (A) opacification of the left superior pulmonary vein (LSPV) and left atrium (LA). Subsequent image demonstrates (B) opacification of the left ventricle (LV) and aorta (Ao).,"aorta,image,jugular,lspv,ao,plsvc,vena,atrium,pulmonary,injection,superior,la,subsequent,venou,lv,internal,digital,ventricle,angiography,opacification,catheterization,catheter,vein,man,persistent,left,subtraction",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4897085_gr2.jpg,True,453,train_024946
ROCO_24135,PMC1971255_1750-1172-2-32-2.jpg,"right,cc,distal,iv,vertebral,middle,gadolinium,carotid,vessel,subclavian,section,internal,black,ed,white,type,head,woman,dissection,v1,v2,coronal,artery,injection,segment,supraaortic,angiomri,bilateral,third,haematoma,arrow,left"," Angio-MRI (coronal section) of the supra-aortic vessels after injection of 20 cc of gadolinium in a woman aged 24 with EDS type IV, revealing a dissecting haematoma of the left internal carotid (black arrow), a bilateral dissection of the vertebral arteries in their V1 and V2 segments (white arrows) and a dissection of the middle and distal third of the right subclavian artery (head of arrow).",mri,mri,train,ROCO_24135,"Angio-MRI (coronal section) of the supra-aortic vessels after injection of 20 cc of gadolinium in a woman aged 24 with EDS type IV, revealing a dissecting haematoma of the left internal carotid (black arrow), a bilateral dissection of the vertebral arteries in their V1 and V2 segments (white arrows) and a dissection of the middle and distal third of the right subclavian artery (head of arrow).","right,cc,distal,iv,vertebral,middle,gadolinium,carotid,vessel,subclavian,section,internal,black,ed,white,type,head,woman,dissection,v1,v2,coronal,artery,injection,segment,supraaortic,angiomri,bilateral,third,haematoma,arrow,left",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC1971255_1750-1172-2-32-2.jpg,True,396,train_011212
ROCO_35277,PMC3345591_AIAN-15-130-g004.jpg,"repeat,subdural,magnetic,t1,postgadolinium,reduction,coronal,empyema,resonance,month,contrast,size", Repeat magnetic resonance imaging T1 coronal – postgadolinium contrast (after 1 month) showing reduction in size of the subdural empyema,mri,"magnetic,resonance,magnetic resonance",train,ROCO_35277,Repeat magnetic resonance imaging T1 coronal – postgadolinium contrast (after 1 month) showing reduction in size of the subdural empyema,"repeat,subdural,magnetic,t1,postgadolinium,reduction,coronal,empyema,resonance,month,contrast,size",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3345591_AIAN-15-130-g004.jpg,True,136,train_016363
ROCO_35346,PMC5501028_HV-18-47-g003.jpg,"angiography,lesion,complete,guidewire,guide,new,catheter,removal,resolution,final", The final angiography after removal of the guidewire and guide catheter showing complete resolution of new lesions,angiography,angiography,train,ROCO_35346,The final angiography after removal of the guidewire and guide catheter showing complete resolution of new lesions,"angiography,lesion,complete,guidewire,guide,new,catheter,removal,resolution,final",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5501028_HV-18-47-g003.jpg,True,114,train_016399
ROCO_34011,PMC4504351_13023_2015_289_Fig3_HTML.jpg,"vitreou,vasculary,remnant,disc,aspect,opacified,sonography,optic,system,membrane,ocular,patient,extend,hyaloid,len,primary,posterior,artery,age,persistent,thin,hyperplastic", Ocular sonography of Patient 5 at the age of 10 days - Persistent hyperplastic primary vitreous artery. A thin y-shaped membrane extends from the optic disc to the posterior aspect of the opacified lens representing a remnant of the hyaloid vasculary system,ultrasound,sonography,train,ROCO_34011,Ocular sonography of Patient 5 at the age of 10 days - Persistent hyperplastic primary vitreous artery. A thin y-shaped membrane extends from the optic disc to the posterior aspect of the opacified lens representing a remnant of the hyaloid vasculary system,"vitreou,vasculary,remnant,disc,aspect,opacified,sonography,optic,system,membrane,ocular,patient,extend,hyaloid,len,primary,posterior,artery,age,persistent,thin,hyperplastic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4504351_13023_2015_289_Fig3_HTML.jpg,True,257,train_015758
ROCO_22677,PMC3787551_AD2013-185340.002.jpg,"effusion,right,lateral,radiograph,small,knee,present", Lateral radiograph of the right knee. A small effusion is present as well.,xray_radiograph,radiograph,train,ROCO_22677,Lateral radiograph of the right knee. A small effusion is present as well.,"effusion,right,lateral,radiograph,small,knee,present",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3787551_AD2013-185340.002.jpg,True,74,train_010518
ROCO_12042,PMC4896230_gr2.jpg,"woman,syndrome,angiogram,oblique,hypothenar,subtraction,digital,artery,ulnar,hammer", 48-year-old woman with hypothenar hammer syndrome. Oblique digital subtraction angiogram demonstrates a bilobed aneurysm fed by the ulnar artery.,angiography,angiogram,train,ROCO_12042,48-year-old woman with hypothenar hammer syndrome. Oblique digital subtraction angiogram demonstrates a bilobed aneurysm fed by the ulnar artery.,"woman,syndrome,angiogram,oblique,hypothenar,subtraction,digital,artery,ulnar,hammer",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4896230_gr2.jpg,True,145,train_005576
ROCO_67327,PMC4336058_10-1055-s-0033-1345279-i130057cr-1.jpg,"pelvi,t8,upper,chest,xray,abdoman,absence,ga,pouch",  Chest X-ray showing upper pouch ending at T8. Also note the absence of gas in the abdomen and pelvis.,xray_radiograph,"xray,x ray",train,ROCO_67327,Chest X-ray showing upper pouch ending at T8. Also note the absence of gas in the abdomen and pelvis.,"pelvi,t8,upper,chest,xray,abdoman,absence,ga,pouch",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4336058_10-1055-s-0033-1345279-i130057cr-1.jpg,True,101,train_031362
ROCO_16961,PMC3649286_jscr-2011-8-7fig1.jpg,"right,lesion,extension,duct,confluence,liver,hepatic,mri,left", MRI of the liver showing lesion at the confluence of right and left hepatic ducts with extension in to the left duct.,mri,mri,train,ROCO_16961,MRI of the liver showing lesion at the confluence of right and left hepatic ducts with extension in to the left duct.,"right,lesion,extension,duct,confluence,liver,hepatic,mri,left",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3649286_jscr-2011-8-7fig1.jpg,True,117,train_007831
ROCO_54168,PMC3788300_AIAN-16-425-g002.jpg,"lesion,bilateral,magnetic,axial,resonance,hyperintense,symmetrical,radiata", Axial magnetic resonance imaging showing bilateral symmetrical hyper-intense lesions corona radiata,mri,"magnetic,resonance,magnetic resonance",train,ROCO_54168,Axial magnetic resonance imaging showing bilateral symmetrical hyper-intense lesions corona radiata,"lesion,bilateral,magnetic,axial,resonance,hyperintense,symmetrical,radiata",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3788300_AIAN-16-425-g002.jpg,True,99,train_025243
ROCO_12217,PMC5617861_415_2017_8610_Fig2_HTML.jpg,"territory,bilateral,infarct,appearance,posterior,medial,mri,cerebellar,medullary,typical,small,artery,dwi,inferior,left", DWI MRI showing the typical heart-shaped appearance of bilateral medial medullary infarcts. There is also a small infarct in the left posterior inferior cerebellar artery territory,mri,mri,train,ROCO_12217,DWI MRI showing the typical heart-shaped appearance of bilateral medial medullary infarcts. There is also a small infarct in the left posterior inferior cerebellar artery territory,"territory,bilateral,infarct,appearance,posterior,medial,mri,cerebellar,medullary,typical,small,artery,dwi,inferior,left",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5617861_415_2017_8610_Fig2_HTML.jpg,True,180,train_005661
ROCO_47608,PMC4562611_poljradiol-80-411-g002.jpg,"paraganglioma,level,bifurcation,caroid,ce,t1,mri,sagittal,side,view", MRI – sagittal view. T1 – weighted CE. Paraganglioma at the level of caroid bifurcation –left side.,mri,mri,train,ROCO_47608,MRI – sagittal view. T1 – weighted CE. Paraganglioma at the level of caroid bifurcation –left side.,"paraganglioma,level,bifurcation,caroid,ce,t1,mri,sagittal,side,view",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4562611_poljradiol-80-411-g002.jpg,True,99,train_022150
ROCO_27668,PMC3997899_CRIRH2014-515361.002.jpg,"carpu,coronal,mri,slouse", Coronal slice of MRI showing carpus.,mri,mri,train,ROCO_27668,Coronal slice of MRI showing carpus.,"carpu,coronal,mri,slouse",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3997899_CRIRH2014-515361.002.jpg,True,36,train_012865
ROCO_19310,PMC2933470_kcj-40-421-g004.jpg,"opacification,full,lesion,rca,distal,showing,cuprit,coronary,stent,artery,angiogram,final", Final angiogram showing well-expanded stent at cuprit lesion and full opacification of distal RCA. RCA: right coronary artery.,angiography,angiogram,train,ROCO_19310,Final angiogram showing well-expanded stent at cuprit lesion and full opacification of distal RCA. RCA: right coronary artery.,"opacification,full,lesion,rca,distal,showing,cuprit,coronary,stent,artery,angiogram,final",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2933470_kcj-40-421-g004.jpg,True,126,train_008944
ROCO_14798,PMC5573120_gr2.jpg,"angiography,pseudoaneurysm,fourth,third,palmar,radial,deep,metacarpal,part,finger,branch,digital,artery,ulnar,arch,incomplete,subtraction", Digital subtraction angiography showing the pseudoaneurysm being vascularized from the deep palmar arch. The deep palmar arch is an anatomically incomplete variant: the radial part of the incomplete arch is vascularized from a branch originating from the radial artery and the ulnar part by a branch from the metacarpal artery (from the third and fourth finger).,angiography,angiography,train,ROCO_14798,Digital subtraction angiography showing the pseudoaneurysm being vascularized from the deep palmar arch. The deep palmar arch is an anatomically incomplete variant: the radial part of the incomplete arch is vascularized from a branch originating from the radial artery and the ulnar part by a branch from the metacarpal artery (from the third and fourth finger).,"angiography,pseudoaneurysm,fourth,third,palmar,radial,deep,metacarpal,part,finger,branch,digital,artery,ulnar,arch,incomplete,subtraction",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5573120_gr2.jpg,True,362,train_006827
ROCO_81789,PMC4916816_SJA-10-314-g002.jpg,"sonography,oesophageal,intubation", Oesophageal intubation as seen on sonography,ultrasound,sonography,train,ROCO_81789,Oesophageal intubation as seen on sonography,"sonography,oesophageal,intubation",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4916816_SJA-10-314-g002.jpg,True,44,train_038054
ROCO_14059,PMC5587411_cureus-0009-00000001436-i03.jpg,"angiography,right,figure,coronary,artery,left", Figure showing the left angiography of right coronary artery,angiography,angiography,train,ROCO_14059,Figure showing the left angiography of right coronary artery,"angiography,right,figure,coronary,artery,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5587411_cureus-0009-00000001436-i03.jpg,True,60,train_006488
ROCO_50553,PMC5228670_medi-96-e5720-g004.jpg,"upper,radioactive,abnormal,fdgpetct,rectum,sagittal,uptake,view", Sagittal view of FDG-PET/CT: abnormal increased radioactive uptake in the upper rectum.,ct,ct,train,ROCO_50553,Sagittal view of FDG-PET/CT: abnormal increased radioactive uptake in the upper rectum.,"upper,radioactive,abnormal,fdgpetct,rectum,sagittal,uptake,view",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5228670_medi-96-e5720-g004.jpg,True,87,train_023547
ROCO_75140,PMC4246151_JCHIMP-4-25083-g001.jpg,"ima,angiography,syndrome,cm,luminal,patent,stenosi,occlusion,median,tomographic,abdoman,celiac,cta,proximal,typical,arcuate,axi,sma,ligament"," Computed tomographic angiography (CTA) of the abdomen revealing luminal stenosis of the proximal 1 cm of the celiac axis estimating 90% occlusion, typical for median arcuate ligament syndrome, and a patent SMA and IMA.",angiography,angiography,train,ROCO_75140,"Computed tomographic angiography (CTA) of the abdomen revealing luminal stenosis of the proximal 1 cm of the celiac axis estimating 90% occlusion, typical for median arcuate ligament syndrome, and a patent SMA and IMA.","ima,angiography,syndrome,cm,luminal,patent,stenosi,occlusion,median,tomographic,abdoman,celiac,cta,proximal,typical,arcuate,axi,sma,ligament",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4246151_JCHIMP-4-25083-g001.jpg,True,218,train_034995
ROCO_79554,PMC4912656_IJMS-41-350-g002.jpg,"sagittal,end,computed,sac,distal,image,due,type,aneurysm,stent,tomography,reformat,endoleak,tubular,graft", Sagittal reformat contrast-enhanced computed tomography images show the growing aneurysm sac by type 1B endoleak and the expanding tubular stent graft at the distal end due to the growing aneurysm.,ct,"tomography,computed tomography",train,ROCO_79554,Sagittal reformat contrast-enhanced computed tomography images show the growing aneurysm sac by type 1B endoleak and the expanding tubular stent graft at the distal end due to the growing aneurysm.,"sagittal,end,computed,sac,distal,image,due,type,aneurysm,stent,tomography,reformat,endoleak,tubular,graft",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4912656_IJMS-41-350-g002.jpg,True,197,train_037030
ROCO_01587,PMC3519110_UA-4-172-g001.jpg,"pelvi,mas,bladder,polypoidal,intraluminal,mri,luman", MRI of the pelvis shows intraluminal polypoidal enhancing mass projecting into the bladder lumen,mri,mri,train,ROCO_01587,MRI of the pelvis shows intraluminal polypoidal enhancing mass projecting into the bladder lumen,"pelvi,mas,bladder,polypoidal,intraluminal,mri,luman",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3519110_UA-4-172-g001.jpg,True,96,train_000744
ROCO_54775,PMC4460812_fped-03-00052-g002.jpg,"choana,level,cavity,scan,nasal,window,axial,bone,ct", Axial CT scan of the nasal cavity in bone window at the level of choana.,ct,ct,train,ROCO_54775,Axial CT scan of the nasal cavity in bone window at the level of choana.,"choana,level,cavity,scan,nasal,window,axial,bone,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4460812_fped-03-00052-g002.jpg,True,72,train_025523
ROCO_67144,PMC4730225_srep20013-f1.jpg,"fetu,a2b2,area,scan,perpendicular,ultrasound,individual,measurement,crosssectional", Cross-sectional ultrasound scan of individual fetus with 2 perpendicular measurements A and B used to calculate the cross-sectional area (A/2 × B/2 × π).,ultrasound,ultrasound,train,ROCO_67144,Cross-sectional ultrasound scan of individual fetus with 2 perpendicular measurements A and B used to calculate the cross-sectional area (A/2 × B/2 × π).,"fetu,a2b2,area,scan,perpendicular,ultrasound,individual,measurement,crosssectional",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4730225_srep20013-f1.jpg,True,153,train_031265
ROCO_71238,PMC5031850_CRIOR2016-9706392.001.jpg,"radiograph,ap,trauma,series,pelvi", Trauma series AP pelvis radiograph.,xray_radiograph,radiograph,train,ROCO_71238,Trauma series AP pelvis radiograph.,"radiograph,ap,trauma,series,pelvi",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5031850_CRIOR2016-9706392.001.jpg,True,35,train_033183
ROCO_36603,PMC3514372_1752-1947-6-385-5.jpg,"finger,preoperative,rich,third,palmar,angiogram,supply,superficial,deep,tumor,second,blood,branch,digital,artery,first,arch,external"," Pre-operative angiogram showing the rich blood supply to the tumor, arising from the deep palmar arch, from the external branch of the superficial palmar arch and from the palmar digital arteries of the first, second and third fingers.",angiography,angiogram,train,ROCO_36603,"Pre-operative angiogram showing the rich blood supply to the tumor, arising from the deep palmar arch, from the external branch of the superficial palmar arch and from the palmar digital arteries of the first, second and third fingers.","finger,preoperative,rich,third,palmar,angiogram,supply,superficial,deep,tumor,second,blood,branch,digital,artery,first,arch,external",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3514372_1752-1947-6-385-5.jpg,True,235,train_016986
ROCO_75889,PMC3612230_DRJ-9-774-g006.jpg,"picture,radiographic,area", Radiographic picture of same area,xray_radiograph,radiographic,train,ROCO_75889,Radiographic picture of same area,"picture,radiographic,area",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3612230_DRJ-9-774-g006.jpg,True,33,train_035339
ROCO_28299,PMC270092_1476-7120-1-15-4.jpg,"direction,right,figure,ultrasound,esophagu,image,yellow,beam,atrium"," Same 4-chamber image as in Figure 2; the direction of the ultrasound beam, from the esophagus through the right atrium, is represented in yellow.",ultrasound,ultrasound,train,ROCO_28299,"Same 4-chamber image as in Figure 2; the direction of the ultrasound beam, from the esophagus through the right atrium, is represented in yellow.","direction,right,figure,ultrasound,esophagu,image,yellow,beam,atrium",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC270092_1476-7120-1-15-4.jpg,True,145,train_013140
ROCO_59048,PMC5551290_SNI-8-164-g004.jpg,"angiography,microcatheter,thyrocervical,ml,venou,ultraflow,varice,hand,prior,onyx34,branch,artery,injection,feeder,angiogram,left"," An ultraflow microcatheter was used to catheterize a branch of the left thyrocervical artery. Hand injection angiography shows the feeder and venous varices that were seen on the prior angiogram, which were then embolized with 0.3 mL of Onyx-34",angiography,"angiography,angiogram",train,ROCO_59048,"An ultraflow microcatheter was used to catheterize a branch of the left thyrocervical artery. Hand injection angiography shows the feeder and venous varices that were seen on the prior angiogram, which were then embolized with 0.3 mL of Onyx-34","angiography,microcatheter,thyrocervical,ml,venou,ultraflow,varice,hand,prior,onyx34,branch,artery,injection,feeder,angiogram,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5551290_SNI-8-164-g004.jpg,True,244,train_027489
